txt_path,image_path,wave_dt,wave_length,wave_pga,wave_rms,wave_mean_abs,wave_cav,wave_arias_proxy,wave_duration_5_95,wave_zero_crossing_rate,wave_dominant_freq,wave_spectral_centroid,wave_predominant_period,wave_intensity_score,wave_cluster,split
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|80,,0.01,2001,0.2621394019173191,0.03529644007947151,0.02138579172191727,0.42792969235556455,0.0249292320324973,9.89,0.154,1.649175412293853,10.43489903806223,0.6063636363636364,0.3776824034334764,1,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|192,,0.01,2001,0.3112729148710924,0.04016951417364775,0.02654273708275304,0.5311201690258883,0.03228793327762722,11.91,0.072,0.9495252373813093,7.0051661417018405,1.053157894736842,0.6180257510729614,2,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|202,,0.01,2001,0.3142559517729389,0.03225563312338821,0.017819497144665675,0.35656813786476016,0.020818921622494276,6.5200000000000005,0.06,0.49975012493753124,4.8810393611763745,2.001,0.34334763948497854,2,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|25,,0.01,2001,0.2205314,0.04464753551455043,0.027590911373797104,0.5520941365896801,0.039887982574736074,8.11,0.053,0.6496751624187905,5.27132173279978,1.5392307692307694,0.5236051502145923,2,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|51,,0.01,2001,0.243296,0.03574735040055167,0.02418249285634283,0.48389168205542,0.025570239943803034,11.34,0.0485,1.5992003998000999,4.819215621859064,0.6253125,0.463519313304721,2,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|128,,0.01,2001,0.28614900423782114,0.053644966531833885,0.038613681799076115,0.772659772799513,0.05758442650837357,13.540000000000001,0.3355,16.091954022988507,17.076063002982938,0.06214285714285714,0.8154506437768241,3,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|132,,0.01,2001,0.2873853543412922,0.0581189486796496,0.035139632153264856,0.7031440393868297,0.06759002203451116,8.91,0.0995,1.8990504747626187,7.039611721449283,0.526578947368421,0.7682403433476395,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|134,,0.01,2001,0.287874449434765,0.05672162743627956,0.03505851272788584,0.7015208396849957,0.06437903381059225,8.13,0.066,2.6986506746626686,5.560849941925329,0.3705555555555556,0.7639484978540773,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|136,,0.01,2001,0.2885637497652082,0.05699456234052018,0.04067936479894721,0.8139940896269338,0.0650000865291127,12.64,0.0855,0.5997001499250374,6.644641852972832,1.6675000000000002,0.8454935622317596,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|153,,0.01,2001,0.2932505372561426,0.06302203228563118,0.04066996065731113,0.8138059127527957,0.07947524883375687,8.59,0.085,1.3493253373313343,5.590173181017807,0.7411111111111112,0.8669527896995708,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|189,,0.01,2001,0.310077321307471,0.06116352949564873,0.040843711768588524,0.8172826724894564,0.0748569565807055,12.83,0.048,1.8490754622688654,4.085030980967657,0.5408108108108108,0.8798283261802575,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|214,,0.01,2001,0.32355802387869464,0.06584771278812394,0.04389973470168756,0.8784336913807681,0.08676178480133953,10.47,0.1465,5.797101449275362,7.543598066850309,0.1725,0.9184549356223176,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|231,,0.01,2001,0.3554474360484213,0.050512678323764035,0.03412996241857205,0.6829405479956268,0.05105612873551563,12.17,0.053,1.9490254872563717,4.9113351647158945,0.5130769230769231,0.7982832618025751,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|27,,0.01,2001,0.222461,0.05731371186376924,0.04291270762635083,0.8586832796032801,0.0657300799677393,14.3,0.1275,0.8995502248875562,7.541653477218915,1.1116666666666666,0.8240343347639485,4,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|193,,0.01,2001,0.3114833841496981,0.027246669253604763,0.011712510453520193,0.23436733417493905,0.014855043518160778,2.7600000000000002,0.3775,4.297851074462768,17.454523221146403,0.23267441860465118,0.12446351931330472,5,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|83,,0.01,2001,0.26459670878334735,0.014721742508210534,0.00563843102541175,0.11282500481848912,0.0043367613465858405,3.15,0.13,4.797601199400299,13.933329184903767,0.20843750000000003,0.008583690987124463,5,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|0,,0.01,2001,0.2004972434159643,0.0381874823703745,0.027225550106679704,0.5447832576346608,0.02918025903385114,13.120000000000001,0.078,0.24987506246876562,5.4591526597829985,4.002,0.48068669527896996,6,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|11,,0.01,2001,0.2107656,0.04001308508335522,0.026934680775542234,0.5389629623186001,0.032036950027535364,9.53,0.109,2.2488755622188905,6.454366249123079,0.44466666666666665,0.49356223175965663,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|14,,0.01,2001,0.211565,0.03536374642872797,0.025305285143488256,0.5063587557212,0.025024397175122164,13.75,0.0585,1.7491254372813592,4.531852973287043,0.5717142857142857,0.4206008583690987,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|16,,0.01,2001,0.2159586,0.03329165335480085,0.02258440269977911,0.45191389802258003,0.022177767003755424,12.63,0.064,2.2988505747126435,5.377639190411471,0.43500000000000005,0.3090128755364807,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|17,,0.01,2001,0.216454,0.02934906714725177,0.018018620681734134,0.3605525998415,0.017235968525702004,11.09,0.0455,1.3993003498250873,5.234057016091499,0.7146428571428572,0.15021459227467812,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|4,,0.01,2001,0.2042484,0.038007616918222666,0.02547774643512144,0.5098097061667801,0.028906024665485336,11.58,0.1005,4.697651174412793,7.085752696424425,0.21287234042553194,0.4248927038626609,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|47,,0.01,2001,0.2394132,0.03217604524199503,0.019403647186374617,0.38826698019935607,0.020716310727172366,7.72,0.0975,2.998500749625187,5.968441573191488,0.3335,0.24892703862660945,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|53,,0.01,2001,0.24680458,0.027751088678498813,0.015171500067905257,0.3035817163587842,0.015410159686066521,7.2,0.09,2.6486756621689156,7.947590299429103,0.37754716981132075,0.12875536480686695,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|55,,0.01,2001,0.2475366,0.036329233909455264,0.02282317362951524,0.45669170432659995,0.026409462861322758,8.950000000000001,0.087,2.6486756621689156,7.7391395573288815,0.37754716981132075,0.41201716738197425,7,test
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|107,,0.01,2001,0.2770221633693533,0.09884512620550392,0.07992382625023556,1.5992757632672134,0.1955048830813858,18.38,0.0885,1.3493253373313343,7.4960720993720775,0.7411111111111112,1.0,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|108,,0.01,2001,0.27708684349372514,0.09354683647195057,0.07492996906866187,1.499348681063924,0.1751077223843363,16.75,0.03,0.9495252373813093,3.166331388533212,1.053157894736842,0.9914163090128756,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|127,,0.01,2001,0.2844369035883947,0.09621863751608567,0.07681355001439344,1.5370391357880127,0.1852531043710923,17.740000000000002,0.1065,2.2488755622188905,7.8628105744316,0.44466666666666665,0.9957081545064378,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|212,,0.01,2001,0.3222848890487567,0.0844353001869373,0.05867482194318991,1.17408318708323,0.14265769155234087,11.78,0.048,0.9995002498750625,6.4788341953114275,1.0005,0.9785407725321889,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|220,,0.01,2001,0.336111772437444,0.08847114213353335,0.06505014739562541,1.3016534493864647,0.15662113123814134,13.63,0.1215,2.2488755622188905,7.855943877404119,0.44466666666666665,0.9871244635193133,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|76,,0.01,2001,0.26122102456260193,0.08510629528431132,0.06516414643608444,1.3039345701860494,0.14493406075537807,15.1,0.038,0.39980009995002497,4.588173631196892,2.50125,0.9828326180257511,0,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|102,,0.01,2001,0.2725736409334473,0.03397447446200342,0.015398365533287965,0.3081212943210922,0.023096840948536146,3.5700000000000003,0.107,3.9480259870064964,6.741031869282542,0.25329113924050634,0.18025751072961374,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|109,,0.01,2001,0.2771195951367867,0.04324209711806446,0.026433524763702032,0.5289348305216777,0.037416278052994065,8.71,0.0955,1.7491254372813592,6.640979482951581,0.5717142857142857,0.5793991416309013,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|111,,0.01,2001,0.27861152921179033,0.045341763932140455,0.027542222627923472,0.5511198747847487,0.04113806988512384,6.9,0.076,2.098950524737631,10.492328324878443,0.4764285714285715,0.6094420600858369,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|112,,0.01,2001,0.2789394449820313,0.03158368963181885,0.0197139566308209,0.39447627218272624,0.019960564309688827,10.71,0.117,2.898550724637681,9.33391351656967,0.345,0.33905579399141633,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|113,,0.01,2001,0.2794601110104827,0.025594259057476813,0.011435534462957914,0.22882504460378786,0.01310787259499169,5.93,0.1145,5.44727636181909,7.880527186249356,0.18357798165137618,0.07725321888412018,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|114,,0.01,2001,0.28020453826569847,0.03205019139602047,0.016168839728013265,0.32353848295754545,0.020554567518116112,4.92,0.1555,2.2488755622188905,11.129880307865731,0.44466666666666665,0.22317596566523606,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|116,,0.01,2001,0.2818228735961526,0.03254575076884471,0.018053659157183117,0.3612537197352341,0.021195110121086193,7.49,0.1265,1.8490754622688654,9.216587456668506,0.5408108108108108,0.2832618025751073,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|119,,0.01,2001,0.28257120076381853,0.03135193099375718,0.012183299045659445,0.24378781390364548,0.019668700976516615,2.91,0.135,4.697651174412793,8.70559455474209,0.21287234042553194,0.10300429184549356,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|120,,0.01,2001,0.28270112818751697,0.026379456241263546,0.010644464691913774,0.21299573848519462,0.013924472988810612,3.83,0.119,5.147426286856572,8.642889834867455,0.19427184466019418,0.06437768240343347,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|122,,0.01,2001,0.28327496557545295,0.042083120540973455,0.025784631905161767,0.515950484422287,0.035437490579666706,7.99,0.1245,6.896551724137931,9.592118932681734,0.14500000000000002,0.5708154506437768,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|123,,0.01,2001,0.2834818827295269,0.05124868718591196,0.02706539925265977,0.541578639045722,0.052554823044971936,4.28,0.102,5.497251374312843,7.146572029603418,0.1819090909090909,0.630901287553648,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|131,,0.01,2001,0.2869831125132736,0.03594827583190812,0.0220050612582806,0.4403212757781948,0.02585849349109186,8.57,0.1105,1.5992003998000999,7.384447059697673,0.6253125,0.4721030042918455,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|135,,0.01,2001,0.28835454380019027,0.03842154966025577,0.024069024568092227,0.4816211816075255,0.02953907172069297,9.82,0.1155,5.997001499250374,8.753722975950877,0.16675,0.51931330472103,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|137,,0.01,2001,0.288658343583279,0.029360681066968253,0.01537293425621905,0.3076124144669432,0.017249612350251724,5.95,0.104,2.048975512243878,8.810990482899175,0.4880487804878049,0.19313304721030042,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|138,,0.01,2001,0.2890983973841652,0.029800672230527642,0.01169053494454249,0.2339276042402952,0.017770482108480742,3.47,0.0915,3.298350824587706,6.625384812662626,0.3031818181818182,0.09871244635193133,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|139,,0.01,2001,0.28929014788644014,0.02825720175200795,0.010890105682402867,0.21791101470488136,0.015977373711582164,3.14,0.0985,4.197901049475262,6.544329302908569,0.23821428571428574,0.0815450643776824,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|144,,0.01,2001,0.2904422108871956,0.027113043281329362,0.016848513195315905,0.3371387490382713,0.01470969349066454,8.49,0.078,1.9490254872563717,10.862031613168709,0.5130769230769231,0.2446351931330472,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|149,,0.01,2001,0.2920618936933445,0.03303946692149711,0.014174759656545107,0.2836369407274676,0.021843043552878607,3.35,0.101,4.0479760119940025,6.78342969629446,0.24703703703703708,0.1630901287553648,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|154,,0.01,2001,0.29364607899266576,0.05138217961216991,0.028710530639120706,0.5744977180888053,0.05282896891776276,7.07,0.074,2.7986006996501747,5.6470031222508,0.3573214285714286,0.6652360515021459,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|159,,0.01,2001,0.29445582422033656,0.02528499472521258,0.010489481494883717,0.20989452471262318,0.0127930124746631,5.32,0.09,6.596701649175412,7.253327115402272,0.1515909090909091,0.06866952789699571,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|162,,0.01,2001,0.2954126951891535,0.05126982027233102,0.031037281128348065,0.6210559953782447,0.05259817535985006,7.6000000000000005,0.101,2.898550724637681,7.9724663400507705,0.345,0.7124463519313304,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|170,,0.01,2001,0.30053069732453425,0.04285675205695976,0.02438267011586435,0.48789722901844573,0.03675239094940321,6.13,0.105,5.397301349325337,7.845514570254832,0.1852777777777778,0.5536480686695279,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|171,,0.01,2001,0.30055143803648837,0.02823910250233439,0.009042739592114253,0.1809452192382062,0.015956912671848344,1.26,0.0965,2.2988505747126435,6.960765539403951,0.43500000000000005,0.055793991416309016,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|173,,0.01,2001,0.30060190745224197,0.047361835734302145,0.02909100198636096,0.5821109497470828,0.04488530111730163,8.16,0.112,3.0484757621189402,6.877837258715195,0.32803278688524595,0.6781115879828327,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|174,,0.01,2001,0.3008776626246759,0.025705448011765126,0.010190848872760228,0.20391888594393215,0.013222008850286047,2.59,0.1415,3.0484757621189402,10.036070279567765,0.32803278688524595,0.07296137339055794,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|176,,0.01,2001,0.30243138105472933,0.045593496164139526,0.02420569687662388,0.4843559945012439,0.041596125518312814,4.51,0.1015,4.997501249375312,9.092167682267478,0.2001,0.5665236051502146,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|177,,0.01,2001,0.3028356204277267,0.03974846917924238,0.018564113430205698,0.37146790973841604,0.03161461544988455,3.27,0.1115,6.846576711644177,7.510273467101804,0.14605839416058397,0.37339055793991416,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|178,,0.01,2001,0.30347428375201085,0.046983930306783515,0.027671019321820384,0.553697096629626,0.04417186903852453,6.86,0.1475,1.4492753623188406,7.7031039273674775,0.69,0.6523605150214592,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|186,,0.01,2001,0.30745040761498055,0.05053718559644649,0.028175026282690117,0.5637822759166292,0.05110568263147367,6.140000000000001,0.095,2.6986506746626686,7.337361721933961,0.3705555555555556,0.6738197424892703,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|190,,0.01,2001,0.31035876881973073,0.04442822044112552,0.02621645300692311,0.5245912246685314,0.03949707409902052,6.62,0.1645,1.5992003998000999,11.490245079386563,0.6253125,0.6223175965665236,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|191,,0.01,2001,0.3106973891661164,0.02327839400937378,0.008247943107437893,0.16504134157983225,0.010843091389389539,1.83,0.1315,4.0479760119940025,7.369324485350275,0.24703703703703708,0.04721030042918455,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|196,,0.01,2001,0.3125406886947868,0.041350652200477664,0.02364550239277585,0.47314650287944476,0.03421462751247141,7.46,0.1375,5.047476261869066,9.41508627176426,0.1981188118811881,0.5450643776824035,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|197,,0.01,2001,0.312876100175009,0.050043160654907624,0.02419591810831329,0.48416032134734893,0.05011140174594122,4.43,0.0965,3.548225887056472,7.412332311650943,0.28183098591549294,0.5879828326180258,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|199,,0.01,2001,0.3129017964841276,0.03923842130594748,0.016403862785514926,0.32824129433815363,0.030808470668726495,2.75,0.082,2.1989005497251375,5.264813262350987,0.4547727272727273,0.30042918454935624,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|200,,0.01,2001,0.31308732996144095,0.022429907222876688,0.011861151600357575,0.23734164352315507,0.010067045767917384,9.73,0.0505,1.1994002998500748,7.1366543203268105,0.8337500000000001,0.12017167381974249,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|204,,0.01,2001,0.31725120476464796,0.0427639012448253,0.018204620605879046,0.36427445832363975,0.03659331250604019,2.21,0.079,5.547226386806597,6.180291004732761,0.18027027027027026,0.40772532188841204,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|207,,0.01,2001,0.3187457996213156,0.04106371943499931,0.023218949719517087,0.4646111838875369,0.033741443367265166,5.94,0.0745,2.498750624687656,6.397325613478252,0.4002,0.5407725321888412,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|208,,0.01,2001,0.31902180508489447,0.04278313450293645,0.025070337285498314,0.5016574490828213,0.036626235923905986,6.76,0.1035,1.9490254872563717,8.457239662518676,0.5130769230769231,0.592274678111588,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|210,,0.01,2001,0.32123998089983813,0.041581675175630044,0.025556072939927035,0.51137701952794,0.03459800456533627,10.02,0.076,2.048975512243878,6.279164269868723,0.4880487804878049,0.6137339055793991,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|211,,0.01,2001,0.3221520820813961,0.037192670976688144,0.018268887825307365,0.3655604453844004,0.02767972843534742,5.37,0.059,2.598700649675162,4.77566929644445,0.38480769230769235,0.3905579399141631,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|218,,0.01,2001,0.33228571017129716,0.03482032034189931,0.013614613908473386,0.27242842430855246,0.024261218721336863,2.97,0.1365,5.197401299350324,8.267304886532996,0.19240384615384618,0.2317596566523605,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|223,,0.01,2001,0.3391157617896607,0.04203088039878482,0.021952770461089247,0.4392749369263958,0.03534956409101005,5.3100000000000005,0.081,2.448775612193903,11.529645192355481,0.4083673469387755,0.5364806866952789,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|224,,0.01,2001,0.34092119425632106,0.04744069179484702,0.025185528007462418,0.5039624154293231,0.04503489095185304,5.87,0.094,1.4992503748125936,7.1621233358036,0.667,0.648068669527897,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|227,,0.01,2001,0.3425857462325603,0.04426484412198642,0.023785307735063432,0.4759440077786193,0.039207122267126554,4.79,0.1185,1.999000499750125,9.13660195879124,0.50025,0.6008583690987125,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|228,,0.01,2001,0.3431685126202957,0.034473868516786965,0.01965997411690617,0.39339608207929244,0.023780836686359438,7.3100000000000005,0.079,3.8980509745127434,8.224840964051607,0.25653846153846155,0.4892703862660944,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|232,,0.01,2001,0.3558717193061579,0.03817183511455893,0.017271384776883753,0.3456004093854439,0.02915635081022162,4.11,0.0555,2.6486756621689156,4.742235924453828,0.37754716981132075,0.44206008583690987,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|72,,0.01,2001,0.25992971825661854,0.04246087411675942,0.022149398236318035,0.44320945870872386,0.03607654587349339,4.83,0.1235,5.047476261869066,8.080974208943202,0.1981188118811881,0.44635193133047213,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|81,,0.01,2001,0.26317418708938567,0.04749159875691605,0.028727941266598507,0.5748461047446362,0.045131593569283084,8.41,0.1105,2.898550724637681,7.038313594666147,0.345,0.6266094420600858,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|92,,0.01,2001,0.26941372667048186,0.04704570330667133,0.027861023558518185,0.557499081405949,0.04428809697438311,7.73,0.0935,3.698150924537731,5.735753719176119,0.2704054054054054,0.6051502145922747,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|96,,0.01,2001,0.27063386501106657,0.027121265980731758,0.012252496798273373,0.2451724609334502,0.014718616998635935,4.21,0.12,6.6966516741629185,6.972168671832181,0.14932835820895524,0.09012875536480687,1,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|100,,0.01,2001,0.27121312448649953,0.039496189587495324,0.0218798567385509,0.4378159333384036,0.031214579328546797,11.05,0.036,1.0994502748625687,3.0905213496790407,0.9095454545454545,0.45493562231759654,2,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|110,,0.01,2001,0.278566958435602,0.04510870810829766,0.030866269763527153,0.6176340579681784,0.040716258899463974,12.63,0.025,0.8995502248875562,2.8284141278595683,1.1116666666666666,0.6866952789699571,2,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|118,,0.01,2001,0.2824092083976411,0.050106633676026614,0.03137857592983271,0.6278853043559525,0.050238601514253925,11.35,0.0225,0.7996001999000499,2.6426472625941746,1.250625,0.703862660944206,2,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|126,,0.01,2001,0.2839860546035057,0.03743692485951689,0.023852447495237496,0.47728747437970226,0.02804448209217165,12.58,0.0475,0.9995002498750625,4.33573793183566,1.0005,0.5107296137339056,2,train
h5://C:/Users/12200/project/Dategeneral/Newdatabase/rare_waves_scaled.h5|146,,0.01,2001,0.29172289893194725,0.05462205395434615,0.02986513864566651,0.5976014242997869,0.059701211251611944,7.73,0.04,0.8495752123938031,3.515487687448394,1.1770588235294117,0.6952789699570815,2,train
